date,tourney_id,tourney_name,tour,surface,round,best_of,winner,loser,winner_rank,loser_rank,winner_sets,loser_sets,score,w_sv_pts,w_sv_won,l_sv_pts,l_sv_won
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Jason Kubler,Sebastian Baez,84,44,3,0,6-4 6-4 6-4,86,64,80,51
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Juncheng Shang,Oscar Otte,194,74,3,1,6-2 6-4 6-7(2) 7-5,128,93,129,86
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Frances Tiafoe,Daniel Altmaier,17,92,3,1,6-3 6-3 6-7(5) 7-6(6),129,99,154,98
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Hubert Hurkacz,Pedro Martinez,11,60,3,0,7-6(1) 6-2 6-2,70,60,84,48
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Lorenzo Sonego,Nuno Borges,47,111,3,1,7-6(4) 6-3 6-7(6) 6-1,129,98,128,86
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Taro Daniel,Ernesto Escobedo,94,313,3,1,7-5 6-2 3-6 6-3,122,82,124,77
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Denis Shapovalov,Dusan Lajovic,22,86,3,1,6-4 4-6 6-4 6-1,111,76,102,65
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Sebastian Korda,Cristian Garin,31,87,3,1,6-4 1-6 6-3 6-2,105,71,103,62
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Yosuke Watanuki,Arthur Rinderknech,138,59,3,0,6-3 6-3 6-2,72,53,76,44
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,John Millman,Marc-Andrea Huesler,140,51,3,2,6-7(8) 7-5 6-7(2) 6-2 6-3,171,120,170,113
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Daniil Medvedev,Marcos Giron,8,56,3,0,6-0 6-1 6-2,73,53,69,31
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Stefanos Tsitsipas,Quentin Halys,4,61,3,0,6-3 6-4 7-6(6),95,68,90,56
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Rinky Hijikata,Yannick Hanfmann,169,128,3,2,4-6 4-6 6-3 7-6(5) 6-3,191,123,152,100
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Tallon Griekspoor,Pavel Kotov,63,117,3,0,6-3 7-6(3) 6-3,97,73,90,60
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Botic van de Zandschulp,Ilya Ivashka,34,73,3,1,6-3 3-6 7-5 6-3,168,99,125,75
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Lloyd Harris,Lorenzo Musetti,186,19,3,2,6-4 6-1 6-7(0) 2-6 7-6(4),173,110,144,93
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Marton Fucsovics,Federico Coria,78,76,3,2,4-6 7-5 2-6 7-6(6) 6-2,162,98,168,98
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Tomas Martin Etcheverry,Gregoire Barrere,79,83,3,1,3-6 6-3 6-4 6-4,104,75,126,80
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Jannik Sinner,Kyle Edmund,16,581,3,0,6-4 6-0 6-2,82,56,81,37
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Cameron Norrie,Luca Van Assche,12,143,3,0,7-6(3) 6-0 6-3,96,60,80,40
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Constant Lestienne,Thiago Monteiro,55,77,3,0,6-3 7-6(2) 6-3,113,78,95,58
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Christopher Eubanks,Soonwoo Kwon,116,52,3,2,6-3 6-7(1) 6-3 4-6 6-4,155,108,138,97
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Jiri Lehecka,Borna Coric,71,23,3,0,6-3 6-3 6-3,83,60,84,46
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Francisco Cerundolo,Guido Pella,29,9999,3,0,6-4 6-4 6-3,95,64,85,50
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Corentin Moutet,Yibing Wu,62,114,3,2,6-4 5-7 6-2 4-6 7-5,168,104,164,96
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Alex Molcan,Stan Wawrinka,53,139,3,2,6-7(3) 6-3 1-6 7-6(2) 6-4,154,89,172,95
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Felix Auger-Aliassime,Vasek Pospisil,7,99,3,1,1-6 7-6(4) 7-6(3) 6-3,130,85,147,92
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Andrey Rublev,Dominic Thiem,6,98,3,0,6-3 6-4 6-2,88,61,88,51
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Emil Ruusuvuori,Max Purcell,46,205,3,1,4-6 6-3 6-4 7-6(11),140,96,141,87
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Jeremy Chardy,Daniel Elahi Galan,9999,70,3,1,1-6 7-5 6-1 6-4,157,91,122,67
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Daniel Evans,Facundo Bagnis,30,91,3,1,6-4 4-6 6-4 6-4,109,76,137,80
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Denis Kudla,Roman Safiullin,108,97,3,1,3-6 7-5 7-6(6) 6-3,116,80,128,82
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Ugo Humbert,Richard Gasquet,106,42,3,0,6-3 6-4 6-3,84,59,80,44
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Maxime Cressy,Albert Ramos-Vinolas,41,37,3,1,7-6(2) 7-5 3-6 6-3,120,92,124,87
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Holger Rune,Filip Krajinovic,10,54,3,0,6-2 6-3 6-4,83,54,94,50
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Pablo Carreno Busta,Pedro Cachin,15,58,3,0,7-6(4) 6-1 7-6(3),93,75,97,66
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Benjamin Bonzi,Mattia Bellucci,48,152,3,1,4-6 6-3 7-6(5) 6-4,149,99,122,82
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Adrian Mannarino,John Isner,45,43,3,1,6-7(5) 7-6(8) 6-2 6-2,119,94,128,86
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Alex de Minaur,Yu Hsiou Hsu,24,209,3,0,6-2 6-2 6-3,63,50,102,53
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Grigor Dimitrov,Aslan Karatsev,28,82,3,0,7-6(3) 7-5 6-2,86,69,114,68
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Laslo Djere,Zizou Bergs,68,130,3,1,6-4 1-6 6-4 6-1,102,63,107,61
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Enzo Couacaud,Hugo Dellien,191,131,3,0,6-4 7-5 6-0,80,55,88,45
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Novak Djokovic,Roberto Carballes Baena,5,75,3,0,6-3 6-4 6-0,70,55,78,40
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Taylor Fritz,Nikoloz Basilashvili,9,90,3,1,6-4 6-2 4-6 7-5,101,76,125,76
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Alexei Popyrin,Chun-Hsin Tseng,113,115,3,2,4-6 7-6(5) 6-7(5) 7-6(4) 6-1,174,126,197,128
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Ben Shelton,Zhizhen Zhang,89,96,3,2,4-6 6-3 6-2 2-6 7-6(4),143,102,149,98
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Nicolas Jarry,Miomir Kecmanovic,154,27,3,0,6-3 6-4 7-6(3),81,68,94,61
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Diego Schwartzman,Oleksii Krutykh,26,188,3,1,6-4 6-7(6) 6-3 7-6(5),152,99,139,87
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,J.J. Wolf,Jordan Thompson,67,88,3,1,6-3 3-6 6-4 7-5,130,87,137,82
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Michael Mmoh,Laurent Lokoli,107,175,3,2,4-6 2-6 7-6(7) 6-4 6-2,142,88,145,89
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Alexander Zverev,Juan Pablo Varillas,13,103,3,2,4-6 6-1 5-7 7-6(3) 6-4,145,105,178,110
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Andy Murray,Matteo Berrettini,66,14,3,2,6-3 6-3 4-6 6-7(7) 7-6(6),172,121,155,110
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Thanasi Kokkinakis,Fabio Fognini,159,57,3,0,6-1 6-2 6-2,64,49,66,33
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Brandon Holt,Aleksandar Vukic,215,146,3,2,6-4 1-6 6-3 3-6 6-3,143,90,141,91
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Roberto Bautista Agut,Joao Sousa,25,81,3,0,6-3 6-2 6-2,77,56,66,35
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Alejandro Davidovich Fokina,Alexander Bublik,32,36,3,2,6-0 6-7(3) 3-6 6-4 6-3,138,95,136,85
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Tommy Paul,Jan-Lennard Struff,35,167,3,0,6-1 7-6(6) 6-2,79,60,79,43
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Jenson Brooksby,Christopher O'Connell,39,80,3,1,3-6 6-2 6-3 6-2,103,72,104,61
2023-01-16,2023-580,Australian Open,atp,hard,R128,5,Casper Ruud,Tomas Machac,3,110,3,1,6-3 7-6(6) 6-7(5) 6-3,133,93,152,93
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Karen Khachanov,Yoshihito Nishioka,20,33,3,0,6-0 6-0 7-6(4),78,57,70,32
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Sebastian Korda,Hubert Hurkacz,31,11,3,2,3-6 6-3 6-2 1-6 7-6(7),149,98,141,93
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Stefanos Tsitsipas,Jannik Sinner,4,16,3,2,6-4 6-4 3-6 4-6 6-3,169,107,136,89
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Jiri Lehecka,Felix Auger-Aliassime,71,7,3,1,4-6 6-3 7-6(2) 7-6(3),125,96,130,91
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Andrey Rublev,Holger Rune,6,10,3,2,6-3 3-6 6-3 4-6 7-6(9),162,104,164,100
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Novak Djokovic,Alex de Minaur,5,24,3,0,6-2 6-1 6-2,68,49,82,40
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Ben Shelton,J.J. Wolf,89,67,3,2,6-7(5) 6-2 6-7(4) 7-6(4) 6-2,158,123,162,114
2023-01-16,2023-580,Australian Open,atp,hard,R16,5,Tommy Paul,Roberto Bautista Agut,35,25,3,1,6-2 4-6 6-2 7-5,126,82,127,74
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Yoshihito Nishioka,Mackenzie McDonald,33,65,3,0,7-6(6) 6-3 6-2,95,61,115,62
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Karen Khachanov,Frances Tiafoe,20,17,3,1,6-3 6-4 3-6 7-6(9),157,101,138,87
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Hubert Hurkacz,Denis Shapovalov,11,22,3,2,7-6(3) 6-4 1-6 4-6 6-3,158,97,168,99
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Sebastian Korda,Daniil Medvedev,31,8,3,0,7-6(7) 6-3 7-6(4),118,72,122,71
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Stefanos Tsitsipas,Tallon Griekspoor,4,63,3,0,6-2 7-6(5) 6-3,84,64,97,59
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Jannik Sinner,Marton Fucsovics,16,78,3,2,4-6 4-6 6-1 6-2 6-0,135,82,118,59
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Jiri Lehecka,Cameron Norrie,71,12,3,2,6-7(8) 6-3 3-6 6-1 6-4,137,96,143,88
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Felix Auger-Aliassime,Francisco Cerundolo,7,29,3,1,6-1 3-6 6-1 6-4,93,66,107,58
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Andrey Rublev,Daniel Evans,6,30,3,0,6-4 6-2 6-3,81,61,97,56
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Holger Rune,Ugo Humbert,10,106,3,0,6-4 6-2 7-6(5),91,65,91,56
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Alex de Minaur,Benjamin Bonzi,24,48,3,0,7-6(0) 6-2 6-1,74,51,111,54
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Novak Djokovic,Grigor Dimitrov,5,28,3,0,7-6(7) 6-3 6-4,112,73,116,66
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Ben Shelton,Alexei Popyrin,89,113,3,0,6-3 7-6(4) 6-4,92,73,92,62
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,J.J. Wolf,Michael Mmoh,67,107,3,0,6-4 6-1 6-2,82,57,67,35
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Roberto Bautista Agut,Andy Murray,25,66,3,1,6-1 6-7(7) 6-3 6-4,108,82,137,77
2023-01-16,2023-580,Australian Open,atp,hard,R32,5,Tommy Paul,Jenson Brooksby,35,39,3,0,6-1 6-4 6-3,78,56,98,53
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Mackenzie McDonald,Rafael Nadal,65,2,3,0,6-4 6-4 7-5,95,63,102,58
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Yoshihito Nishioka,Dalibor Svrcina,33,216,3,0,6-3 6-4 6-2,77,53,91,46
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Karen Khachanov,Jason Kubler,20,84,3,1,6-4 5-7 6-4 6-2,117,82,123,77
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Frances Tiafoe,Juncheng Shang,17,194,3,0,6-4 6-4 6-1,78,57,97,53
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Hubert Hurkacz,Lorenzo Sonego,11,47,3,2,3-6 7-6(3) 2-6 6-3 6-3,151,94,156,96
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Denis Shapovalov,Taro Daniel,22,94,3,0,6-3 7-6(3) 7-5,99,66,116,64
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Sebastian Korda,Yosuke Watanuki,31,138,3,0,6-2 7-5 6-4,119,76,95,52
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Daniil Medvedev,John Millman,8,140,3,0,7-5 6-2 6-2,98,60,81,38
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Stefanos Tsitsipas,Rinky Hijikata,4,169,3,0,6-3 6-0 6-2,71,53,56,27
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Tallon Griekspoor,Botic van de Zandschulp,63,34,3,0,6-4 6-4 6-4,96,66,86,52
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Marton Fucsovics,Lloyd Harris,78,186,3,1,6-2 6-3 5-7 6-4,122,86,122,72
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Jannik Sinner,Tomas Martin Etcheverry,16,79,3,0,6-3 6-2 6-2,68,53,65,35
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Cameron Norrie,Constant Lestienne,12,55,3,1,6-3 3-6 7-6(2) 6-3,136,86,139,79
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Jiri Lehecka,Christopher Eubanks,71,116,3,1,6-4 6-4 3-6 6-3,111,71,99,67
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Francisco Cerundolo,Corentin Moutet,29,62,3,1,3-6 6-4 6-2 7-5,111,70,147,79
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Felix Auger-Aliassime,Alex Molcan,7,53,3,2,3-6 3-6 6-3 6-2 6-2,110,82,121,77
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Andrey Rublev,Emil Ruusuvuori,6,46,3,1,6-2 6-4 6-7(2) 6-3,138,93,122,76
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Daniel Evans,Jeremy Chardy,30,9999,3,0,6-4 6-4 6-1,71,53,82,46
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Ugo Humbert,Denis Kudla,106,108,3,1,6-2 6-7(5) 6-2 6-4,123,83,121,69
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Holger Rune,Maxime Cressy,10,41,3,0,7-5 6-4 6-4,92,67,84,54
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Benjamin Bonzi,Pablo Carreno Busta,48,15,3,2,4-6 4-6 7-6(5) 6-1 7-6(4),176,122,187,121
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Alex de Minaur,Adrian Mannarino,24,45,3,1,7-6(3) 4-6 6-4 6-1,122,79,123,70
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Grigor Dimitrov,Laslo Djere,28,68,3,0,6-3 6-2 6-0,62,48,73,35
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Novak Djokovic,Enzo Couacaud,5,191,3,1,6-1 6-7(5) 6-2 6-0,106,78,140,73
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Alexei Popyrin,Taylor Fritz,113,9,3,2,6-7(4) 7-6(2) 6-4 6-7(6) 6-2,163,123,176,119
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Ben Shelton,Nicolas Jarry,89,154,3,0,7-6(3) 7-6(3) 7-5,104,80,107,77
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,J.J. Wolf,Diego Schwartzman,67,26,3,0,6-1 6-4 6-4,72,56,70,43
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Michael Mmoh,Alexander Zverev,107,13,3,1,6-7(1) 6-4 6-3 6-2,135,82,125,70
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Andy Murray,Thanasi Kokkinakis,66,159,3,2,4-6 6-7(4) 7-6(5) 6-3 7-5,183,119,205,128
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Roberto Bautista Agut,Brandon Holt,25,215,3,2,4-6 2-6 6-3 6-2 6-2,133,87,150,88
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Tommy Paul,Alejandro Davidovich Fokina,35,32,3,2,6-2 2-6 6-7(4) 6-3 6-4,158,100,170,99
2023-01-16,2023-580,Australian Open,atp,hard,R64,5,Jenson Brooksby,Casper Ruud,39,3,3,1,6-3 7-5 6-7(4) 6-2,143,87,133,71
2023-01-16,2023-580,Australian Open,atp,hard,SF,5,Stefanos Tsitsipas,Karen Khachanov,4,20,3,1,7-6(2) 6-4 6-7(6) 6-3,129,94,139,88
2023-01-16,2023-580,Australian Open,atp,hard,SF,5,Novak Djokovic,Tommy Paul,5,35,3,0,7-5 6-1 6-2,91,61,77,38
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Yue Yuan,Maria Sakkari,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Tamara Korpatsch,Emma Raducanu,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Sofia Kenin,Victoria Azarenka,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Selena Janicijevic,Kaja Juvan,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Sara Bejlek,Barbora Krejcikova,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Olivia Gadecki,Polina Kudermetova,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Marta Kostyuk,Amanda Anisimova,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Jessica Pegula,Jaqueline Cristian,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Iga Swiatek,Jule Niemeier,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Eva Lys,Cristina Bucsa,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Elena Rybakina,Elisabetta Cocciaretto,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Diana Shnaider,Kristina Kucova,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Coco Gauff,Katerina Siniakova,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Bianca Andreescu,Marie Bouzkova,9999,9999,0,0,,,,,
2023-01-16,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Aliaksandra Sasnovich,Brenda Fruhvirtova,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Ons Jabeur,Tamara Zidansek,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Oksana Selekhmeteva,Donna Vekic,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Leylah Fernandez,Alize Cornet,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Evgeniya Rodina,Katie Volynets,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Caroline Garcia,Katherine Sebov,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Camila Giorgi,Anastasia Pavlyuchenkova,9999,9999,0,0,,,,,
2023-01-17,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Anett Kontaveit,Julia Grabher,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Varvara Gracheva,Daria Kasatkina,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Magda Linette,Mayar Sherif,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R128,3,Beatriz Haddad Maia,Nuria Parrizas Diaz,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Veronika Kudermetova,Katie Volynets,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Petra Kvitova,Anhelina Kalinina,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Olivia Gadecki,Marta Kostyuk,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Nadia Podoroska,Victoria Azarenka,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Madison Keys,Xin Yu Wang,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Iga Swiatek,Camila Osorio,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Elena Rybakina,Kaja Juvan,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Danielle Collins,Karolina Muchova,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Cristina Bucsa,Bianca Andreescu,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Coco Gauff,Emma Raducanu,9999,9999,0,0,,,,,
2023-01-18,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Aliaksandra Sasnovich,Jessica Pegula,9999,9999,0,0,,,,,
2023-01-19,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Marketa Vondrousova,Ons Jabeur,9999,9999,0,0,,,,,
2023-01-19,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Donna Vekic,Liudmila Samsonova,9999,9999,0,0,,,,,
2023-01-19,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Claire Liu,Belinda Bencic,9999,9999,0,0,,,,,
2023-01-19,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Caroline Garcia,Leylah Fernandez,9999,9999,0,0,,,,,
2023-01-19,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Anna Karolina Schmiedlova,Camila Giorgi,9999,9999,0,0,,,,,
2023-01-19,mcp-202301-australian_open,Australian Open,wta,hard,R64,3,Anett Kontaveit,Magda Linette,9999,9999,0,0,,,,,
2023-01-20,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Marta Kostyuk,Jessica Pegula,9999,9999,0,0,,,,,
2023-01-20,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Madison Keys,Victoria Azarenka,9999,9999,0,0,,,,,
2023-01-20,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Jelena Ostapenko,Kateryna Baindl,9999,9999,0,0,,,,,
2023-01-20,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Iga Swiatek,Cristina Bucsa,9999,9999,0,0,,,,,
2023-01-20,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Danielle Collins,Elena Rybakina,9999,9999,0,0,,,,,
2023-01-20,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Coco Gauff,Bernarda Pera,9999,9999,0,0,,,,,
2023-01-21,mcp-202301-australian_open,Australian Open,wta,hard,R16,3,Jelena Ostapenko,Coco Gauff,9999,9999,0,0,,,,,
2023-01-21,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Nuria Parrizas Diaz,Donna Vekic,9999,9999,0,0,,,,,
2023-01-21,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Magda Linette,Ekaterina Alexandrova,9999,9999,0,0,,,,,
2023-01-21,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Linda Fruhvirtova,Marketa Vondrousova,9999,9999,0,0,,,,,
2023-01-21,mcp-202301-australian_open,Australian Open,wta,hard,R32,3,Laura Siegemund,Caroline Garcia,9999,9999,0,0,,,,,
2023-01-22,mcp-202301-australian_open,Australian Open,wta,hard,R16,3,Victoria Azarenka,Lin Zhu,9999,9999,0,0,,,,,
2023-01-22,mcp-202301-australian_open,Australian Open,wta,hard,R16,3,Iga Swiatek,Elena Rybakina,9999,9999,0,0,,,,,
2023-01-22,mcp-202301-australian_open,Australian Open,wta,hard,R16,3,Barbora Krejcikova,Jessica Pegula,9999,9999,0,0,,,,,
2023-01-23,mcp-202301-australian_open,Australian Open,wta,hard,R16,3,Magda Linette,Caroline Garcia,9999,9999,0,0,,,,,
2023-01-23,mcp-202301-australian_open,Australian Open,wta,hard,R16,3,Linda Fruhvirtova,Donna Vekic,9999,9999,0,0,,,,,
2023-01-24,mcp-202301-australian_open,Australian Open,wta,hard,QF,3,Victoria Azarenka,Jessica Pegula,9999,9999,0,0,,,,,
2023-01-24,mcp-202301-australian_open,Australian Open,wta,hard,QF,3,Jelena Ostapenko,Elena Rybakina,9999,9999,0,0,,,,,
2023-01-25,mcp-202301-australian_open,Australian Open,wta,hard,QF,3,Magda Linette,Karolina Pliskova,9999,9999,0,0,,,,,
